1734289010679;103170.00
1734289010979;103169.90
1734289011879;103170.00
1734289013779;103169.90
1734289016979;103170.00
1734289018579;103169.90
1734289019679;103170.00
1734289026979;103169.90
1734289027379;103170.00
1734289027579;103169.90
1734289027979;103170.00
1734289029279;103169.90
1734289033480;103170.00
1734289033780;103169.90
1734289034979;103180.40
1734289035079;103185.30
1734289035179;103187.30
1734289035979;103192.50
1734289036180;103199.70
1734289037779;103199.90
1734289040179;103200.00
1734289043180;103199.90
1734289044579;103200.00
1734289046079;103199.90
1734289046980;103200.00
1734289047679;103199.90
1734289048979;103200.00
1734289053279;103199.90
1734289054679;103200.00
1734289056279;103199.90
1734289062779;103200.00
1734289065379;103193.60
1734289065879;103192.90
1734289066779;103192.80
1734289066979;103192.90
1734289067879;103192.80
1734289068979;103192.90
1734289069479;103192.80
1734289071979;103192.90
1734289072579;103192.80
1734289073880;103192.90
1734289075979;103192.80
1734289078979;103192.90
1734289080179;103187.10
1734289080879;103183.30
1734289081579;103183.00
1734289085380;103183.10
1734289086880;103183.00
1734289087580;103183.10
1734289088580;103183.00
1734289089579;103183.10
1734289089679;103184.10
1734289090079;103184.00
1734289090879;103184.10
1734289093079;103192.50
1734289094179;103198.70
1734289095279;103199.30
1734289095479;103199.40
1734289096979;103199.30
1734289097179;103199.40
1734289100979;103199.30
1734289102479;103199.40
1734289102880;103199.30
1734289106380;103199.40
1734289107879;103199.30
1734289109179;103199.40
1734289120379;103199.30
1734289121079;103199.40
1734289129679;103199.30
1734289132679;103199.40
1734289132780;103199.30
1734289134080;103199.40
1734289135079;103199.30
1734289141079;103199.40
1734289145279;103199.30
1734289145879;103199.40
1734289147779;103199.30
1734289147880;103199.40
1734289149479;103199.30
1734289149979;103206.20
1734289150079;103208.00
1734289154279;103216.20
1734289155979;103216.30
1734289156380;103216.20
1734289157380;103216.30
1734289161479;103216.20
1734289162879;103216.30
1734289167580;103216.80
1734289175479;103208.60
1734289175579;103208.10
1734289176379;103206.30
1734289178179;103206.40
1734289181379;103206.30
1734289181879;103206.40
1734289183079;103206.30
1734289186179;103206.40
1734289192979;103206.30
1734289193179;103206.40
1734289193879;103206.30
1734289194279;103206.40
1734289196079;103206.30
1734289198479;103206.40
1734289201179;103206.30
1734289201279;103206.40
1734289203279;103208.00
1734289203379;103212.10
1734289203479;103212.20
1734289205079;103214.20
1734289205179;103214.80
1734289205879;103216.90
1734289206779;103216.80
1734289206879;103218.90
1734289206979;103219.30
1734289207279;103219.60
1734289209279;103221.80
1734289209780;103221.90
1734289216479;103221.80
1734289218979;103221.90
1734289219779;103221.80
1734289219880;103221.90
1734289220080;103221.80
1734289221479;103221.90
1734289225679;103221.80
1734289226679;103221.90
1734289229180;103221.80
1734289229879;103221.90
1734289230879;103221.80
1734289231679;103221.90
1734289233980;103221.80
1734289234579;103221.90
1734289237579;103227.40
1734289237679;103233.00
1734289237979;103233.10
1734289239179;103236.90
1734289239379;103236.80
1734289239579;103238.90
1734289239679;103252.40
1734289239880;103254.30
1734289240079;103254.20
1734289241079;103268.20
1734289241179;103267.80
1734289242079;103269.00
1734289242679;103269.10
1734289243179;103272.90
1734289243379;103272.80
1734289244279;103272.90
1734289244779;103273.40
1734289245179;103273.50
1734289245279;103273.40
1734289245679;103273.50
1734289246179;103278.10
1734289246379;103278.00
1734289246679;103278.10
1734289248679;103278.00
1734289249380;103278.10
1734289250179;103279.40
1734289251479;103279.90
1734289251579;103284.80
1734289252980;103286.80
1734289253379;103286.70
1734289253579;103286.80
1734289253879;103286.70
1734289254080;103286.80
1734289255879;103286.70
1734289256079;103286.80
1734289256879;103289.00
1734289257379;103290.10
1734289259079;103298.80
1734289259579;103299.00
1734289261379;103299.90
1734289261979;103300.00
1734289262179;103299.90
1734289262679;103300.00
1734289262980;103299.90
1734289263780;103300.00
1734289270179;103303.20
1734289270479;103300.00
1734289270679;103303.20
1734289271279;103303.30
1734289271379;103303.20
1734289271479;103303.40
1734289272579;103304.20
1734289272979;103304.10
1734289274979;103304.20
1734289276079;103310.00
1734289277979;103310.30
1734289278180;103310.70
1734289278779;103324.10
1734289279680;103324.00
1734289280579;103324.10
1734289282679;103324.00
1734289283379;103324.10
1734289285179;103324.00
1734289286179;103324.10
1734289286479;103324.70
1734289286979;103329.80
1734289287079;103334.10
1734289288979;103326.60
1734289289179;103326.70
1734289289679;103326.60
1734289290279;103326.70
1734289290779;103325.00
1734289291179;103325.10
1734289293079;103325.20
1734289293579;103325.10
1734289293779;103326.00
1734289293879;103333.00
1734289293979;103331.90
1734289294879;103331.60
1734289295379;103331.70
1734289295779;103331.60
1734289295879;103331.70
1734289296279;103331.60
1734289296579;103331.70
1734289297379;103325.40
1734289297579;103325.20
1734289298779;103325.10
1734289299379;103325.20
1734289299579;103325.30
1734289300779;103325.20
1734289302380;103330.70
1734289302580;103331.70
1734289302779;103331.60
1734289303380;103331.70
1734289303479;103331.60
1734289303779;103331.70
1734289304179;103331.60
1734289306679;103331.70
1734289306979;103332.90
1734289307079;103334.10
1734289307179;103334.20
1734289308579;103334.30
1734289309079;103335.90
1734289309180;103340.00
1734289309279;103341.10
1734289309379;103341.00
1734289311280;103341.10
1734289312479;103341.00
1734289312780;103341.10
1734289313779;103341.00
1734289313980;103341.10
1734289314079;103341.00
1734289314680;103341.10
1734289316579;103342.10
1734289316779;103365.00
1734289316879;103367.00
1734289316979;103368.30
1734289317079;103371.10
1734289317279;103372.10
1734289317380;103374.00
1734289317979;103374.10
1734289318080;103374.00
1734289318179;103374.10
1734289318679;103380.70
1734289318879;103385.20
1734289318979;103389.40
1734289319079;103390.80
1734289319279;103391.70
1734289320180;103393.60
1734289320379;103393.70
1734289320579;103393.60
1734289321180;103393.70
1734289322179;103423.90
1734289322279;103420.70
1734289322479;103420.50
1734289322580;103412.40
1734289322879;103395.70
1734289322979;103395.50
1734289323079;103395.60
1734289323279;103394.90
1734289323379;103386.00
1734289323579;103386.90
1734289323679;103389.20
1734289323879;103396.50
1734289323979;103395.60
1734289324179;103395.50
1734289325079;103395.60
1734289325179;103385.70
1734289325279;103375.30
1734289325379;103374.00
1734289325479;103374.10
1734289326579;103374.00
1734289326979;103374.10
1734289327079;103369.90
1734289327179;103370.40
1734289327279;103370.30
1734289328279;103366.00
1734289328479;103365.10
1734289328579;103364.10
1734289328779;103364.00
1734289329079;103371.60
1734289328879;103367.00
1734289330779;103376.30
1734289329279;103371.50
1734289330679;103377.70
1734289331379;103374.80
1734289332479;103368.40
1734289333279;103387.10
1734289333579;103387.30
1734289333779;103387.20
1734289334079;103389.60
1734289334279;103390.80
1734289334779;103392.40
1734289335079;103392.30
1734289335979;103392.40
1734289336279;103392.30
1734289337179;103392.40
1734289337979;103392.30
1734289338079;103389.70
1734289338279;103388.00
1734289338979;103388.10
1734289339879;103388.00
1734289340779;103384.60
1734289341279;103384.10
1734289341780;103384.00
1734289342779;103384.10
1734289343579;103388.10
1734289343179;103388.00
1734289344979;103405.50
1734289345180;103394.90
1734289345679;103394.00
1734289346179;103394.00
1734289346080;103394.10
1734289346279;103394.10
1734289346879;103394.00
1734289346980;103394.10
1734289348679;103397.90
1734289349179;103399.90
1734289349879;103400.00
1734289350579;103399.90
1734289353079;103400.00
1734289353179;103399.90
1734289354579;103398.00
1734289354679;103396.90
1734289354979;103397.00
1734289355679;103396.90
1734289355979;103391.80
1734289356079;103389.30
1734289356579;103389.20
1734289357179;103389.10
1734289357679;103383.90
1734289358279;103380.40
1734289358379;103380.00
1734289359379;103380.10
1734289359479;103380.00
1734289359679;103380.10
1734289360079;103380.00
1734289360379;103380.10
1734289360580;103380.00
1734289361579;103380.10
1734289361680;103380.00
1734289362279;103380.10
1734289363179;103380.00
1734289364180;103380.10
1734289365079;103380.00
1734289366079;103380.10
1734289366879;103380.00
1734289367480;103380.10
1734289367979;103380.00
1734289368879;103373.20
1734289368979;103352.20
1734289369079;103351.50
1734289369179;103347.50
1734289369579;103347.30
1734289369679;103347.10
1734289369779;103344.30
1734289369879;103339.10
1734289370179;103338.50
1734289370279;103333.10
1734289370479;103333.00
1734289370779;103333.10
1734289370879;103333.00
1734289371979;103333.10
1734289372080;103333.00
1734289374279;103340.00
1734289374379;103343.40
1734289374579;103344.10
